CapTime,av,fr,to
28/01/2022-17:57,1,7,8,
28/01/2022-18:02,1,7,8,
28/01/2022-18:07,1,7,8,
28/01/2022-18:12,1,7,8,
28/01/2022-18:17,1,7,8,
28/01/2022-18:22,1,7,8,
28/01/2022-18:27,1,7,8,
28/01/2022-18:32,1,7,8,
28/01/2022-18:37,1,7,8,
28/01/2022-18:42,1,7,8,
28/01/2022-18:47,1,7,8,
28/01/2022-18:52,1,7,8,
28/01/2022-18:57,1,7,8,
28/01/2022-19:02,1,7,8,
28/01/2022-19:07,1,7,8,
28/01/2022-19:12,1,7,8,
28/01/2022-19:17,1,7,8,
28/01/2022-19:23,1,7,8,
28/01/2022-19:28,1,7,8,
28/01/2022-19:33,1,7,8,
28/01/2022-19:38,1,7,8,
